016000000050,0.080,2013/10/01,3000/01/01,舗装厚割増（昼間）,50,箇所,共用,,,付帯工事以外,その他,その他,供給管,その他(小数部０）,0,0,0,0,0,4904.90,0.00,,,,
016000000200,0.080,2013/10/01,3000/01/01,舗装厚割増（昼間）,200,箇所,共用,,,付帯工事以外,その他,その他,供給管,その他(小数部０）,0,0,0,0,0,17047.10,0.00,,,,
260120000050,0.080,2015/05/01,3000/01/01,供給管　ＰＬＰ鋼管（ＰＣＭ）,50A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,3978.80,3018.00,,,,2015.5新規登録
260120000080,0.080,2015/05/01,3000/01/01,供給管　ＰＬＰ鋼管（ＰＣＭ）,80A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,5590.90,4607.00,,,,2015.5新規登録
260130000100,0.080,2013/10/01,3000/01/01,供給管　鋳鉄管,100A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,5590.90,5144.00,,,,
260130000150,0.080,2013/10/01,3000/01/01,供給管　鋳鉄管,150A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,7991.90,7351.00,,,,
260160000025,0.080,2015/05/01,3000/01/01,供給管　ＰＬＳ鋼管（ＰＣＭ）,25A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,3978.80,1348.00,,,,2015.5新規登録
260160000040,0.080,2015/05/01,3000/01/01,供給管　ＰＬＳ鋼管（ＰＣＭ）,40A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,3978.80,2236.00,,,,2015.5新規登録
260220000050,0.080,2015/05/01,3000/01/01,供給管　ＰＬＰ鋼管（溶接）,50A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,3978.80,1295.00,,,,2015.5新規登録
260220000080,0.080,2015/05/01,3000/01/01,供給管　ＰＬＰ鋼管（溶接）,80A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,5590.90,2051.00,,,,2015.5新規登録
260220000100,0.080,2015/05/01,3000/01/01,供給管　ＰＬＰ鋼管（溶接）,100A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,5590.90,2781.00,,,,2015.5新規登録
260220000150,0.080,2015/05/01,3000/01/01,供給管　ＰＬＰ鋼管（溶接）,150A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,7991.90,4495.00,,,,2015.5新規登録
260220001300,0.080,2013/10/01,3000/01/01,供給管　ＰＬＰ鋼管（溶接）（導管部依頼）,300A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,0,0,0,0,0,0.00,0.00,,,,
260300000025,0.080,2015/05/01,3000/01/01,供給管　ポリエチレン管,25A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,4150.30,241.00,,,,2015.5新規登録
260300000030,0.080,2015/05/01,3000/01/01,供給管　ポリエチレン管,30A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,4150.30,303.00,,,,2015.5新規登録
260300000050,0.080,2015/05/01,3000/01/01,供給管　ポリエチレン管,50A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,4150.30,1355.00,,,,2015.5新規登録
260300000075,0.080,2015/05/01,3000/01/01,供給管　ポリエチレン管,75A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,5762.40,2065.00,,,,2015.5新規登録
260300000100,0.080,2015/05/01,3000/01/01,供給管　ポリエチレン管,100A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,5762.40,2282.00,,,,2015.5新規登録
260300000150,0.080,2015/05/01,3000/01/01,供給管　ポリエチレン管,150A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,8163.40,1479.00,,,,2015.5新規登録
260300000200,0.080,2015/05/01,3000/01/01,供給管　ポリエチレン管,200A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,1,1,1,1,1,8163.40,2459.00,,,,2015.5新規登録
260300001100,0.080,2013/10/01,3000/01/01,供給管　ポリエチレン管（導管部依頼）,100A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,0,0,0,0,0,0.00,0.00,,,,
260300001150,0.080,2013/10/01,3000/01/01,供給管　ポリエチレン管（導管部依頼）,150A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,0,0,0,0,0,0.00,0.00,,,,
260300001200,0.080,2013/10/01,3000/01/01,供給管　ポリエチレン管（導管部依頼）,200A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,0,0,0,0,0,0.00,0.00,,,,
260300001300,0.080,2013/10/01,3000/01/01,供給管　ポリエチレン管（導管部依頼）,300A,ｍ,共用,,,付帯工事以外,供給管埋設工事,新設延長,供給管,ガス管,0,0,0,0,0,0.00,0.00,,,,
260600000000,0.080,2013/10/01,3000/01/01,供給管延長　復旧工事（砂・砕石）,,ｍ,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部１）,1,1,1,0,0,2126.60,0.00,,,,
260700000000,0.080,2013/10/01,3000/01/01,パイプスプリッター付加点,,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部１）,0,0,0,0,0,2058.00,0.00,,,,
260800000050,0.080,2013/10/01,3000/01/01,供給管延長　復旧工事（表層工事）,50mm以下,ｍ,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部１）,1,1,1,0,0,2915.50,0.00,,,,
260800000100,0.080,2013/10/01,3000/01/01,供給管延長　復旧工事（表層工事）,100mm以下,ｍ,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部１）,1,1,1,0,0,4802.00,0.00,,,,
260800000110,0.080,2013/10/01,3000/01/01,供給管延長　復旧工事（表層工事）,100mm超,ｍ,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部１）,1,1,1,0,0,6654.20,0.00,,,,
260900000001,0.080,2013/10/01,3000/01/01,表層特別　１,,―,共用,,,付帯工事以外,その他,その他,供給管,その他(小数部１）,0,0,0,0,0,343.00,0.00,,,,
260900000100,0.080,2013/10/01,3000/01/01,表層特別　１００,,―,共用,,,付帯工事以外,その他,その他,供給管,その他(小数部１）,0,0,0,0,0,34300.00,0.00,,,,
261000000000,0.080,2013/10/01,3000/01/01,切断取出し（導管部依頼）,,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,0,0,0,0,0,0.00,0.00,,,,
261000000001,0.080,2013/10/01,3000/01/01,活管分岐取出し（導管部依頼）,,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,0,0,0,0,0,0.00,0.00,,,,
261100050050,0.080,2015/05/01,3000/01/01,供給管　切断取出し（ＰＬＰ×鋼管）,50A×50A,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,1,1,33545.40,33622.00,,,,2015.5新規登録
261100100100,0.080,2013/10/01,3000/01/01,供給管　切断取出し（ＴＭ×鋼管）,100A×100A,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,1,1,33545.40,49670.00,,,,
261100150100,0.080,2013/10/01,3000/01/01,供給管　切断取出し（ＴＭ×鋼管）,150A×100A,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,1,1,38861.90,65060.00,,,,
261100150150,0.080,2013/10/01,3000/01/01,供給管　切断取出し（ＴＭ×鋼管）,150A×150A,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,1,1,38861.90,70250.00,,,,
261110000000,0.080,2013/10/01,3000/01/01,供給管取出　復旧工事（砂・砕石）,,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,0,0,23426.90,0.00,,,,
261120000050,0.080,2013/10/01,3000/01/01,供給管取出　復旧工事（表層工事）,50mm以下,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,0,0,12759.60,0.00,,,,
261120000100,0.080,2013/10/01,3000/01/01,供給管取出　復旧工事（表層工事）,100mm以下,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,0,0,17836.00,0.00,,,,
261120000110,0.080,2013/10/01,3000/01/01,供給管取出　復旧工事（表層工事）,100mm超,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,0,0,23941.40,0.00,,,,
261160050050,0.080,2015/05/01,3000/01/01,供給管　切断取出し（鋼管×ＰＥ）,50A×50A,箇所,共用,,,付帯工事以外,供給管埋設工事,その他,供給管,その他(小数部０）,1,1,1,1,1,33716.90,29887.00,,,,2015.5新規登録
